uid,age,age_group,profession,marital_status,education,default,housing,loan,gender,balance,membership,charges,customer_contacts,attrition
1022664,56,50s,retired,married,graduate,no,yes,no,male,$50k - $100k,gold,19,1,0
1022665,54,50s,administration,married,high school,no,yes,no,male,$100k - $250k,platinum,148,0,0
1022666,58,50s,management,divorced,high school,no,yes,no,male,$50k - $100k,gold,214,4,1
1022667,60,60s,retired,married,graduate,no,no,no,female,$50k - $100k,gold,47,0,1
1022668,36,30s,consulting,married,graduate,no,yes,no,female,$100k - $250k,platinum,104,0,0
1022669,37,30s,manufacturing,married,graduate,no,yes,no,female,$10k - $50k,silver,108,0,0
1022670,32,30s,manufacturing,single,high school,no,yes,no,male,Over $250k,platinum,17,0,0
1022671,55,50s,technician,married,graduate,no,yes,no,female,$50k - $100k,gold,65,0,0
1022672,55,50s,administration,married,graduate,no,no,no,male,$100k - $250k,platinum,71,8,0
1022673,59,50s,retired,married,graduate,no,no,no,female,Over $250k,platinum,130,1,0
1022674,35,30s,management,single,high school,no,yes,no,male,Over $250k,platinum,72,0,0
1022675,53,50s,retired,married,graduate,no,no,no,male,$10k - $50k,silver,39,7,0
1022676,42,40s,technician,single,high school,no,no,no,male,$50k - $100k,gold,33,1,0
1022677,44,40s,manufacturing,single,high school,no,yes,no,male,Over $250k,platinum,51,0,1
1022678,32,30s,technician,single,graduate,no,no,no,female,Over $250k,platinum,26,1,0
1022679,60,60s,manufacturing,married,graduate,no,no,no,female,$50k - $100k,gold,98,0,0
1022680,54,50s,management,single,high school,no,yes,no,female,$50k - $100k,gold,125,1,0
1022681,49,40s,administration,married,graduate,no,no,no,male,Over $250k,platinum,94,1,0
1022682,32,30s,management,single,graduate,no,no,no,female,Over $250k,platinum,60,1,0
1022683,38,30s,management,single,high school,no,yes,no,male,$50k - $100k,gold,92,2,0
1022684,57,50s,administration,divorced,graduate,no,yes,no,female,$10k - $50k,silver,209,3,1
1022685,56,50s,manufacturing,divorced,graduate,no,yes,no,female,Over $250k,platinum,131,2,0
1022686,33,30s,administration,single,high school,no,yes,no,female,Over $250k,platinum,125,0,0
1022687,55,50s,administration,divorced,graduate,no,yes,no,female,$10k - $50k,silver,299,3,1
1022688,54,50s,administration,divorced,graduate,no,yes,no,female,$10k - $50k,silver,214,3,1
1022689,51,50s,management,married,high school,no,no,no,male,$50k - $100k,gold,77,0,0
1022690,59,50s,administration,divorced,high school,no,yes,yes,female,$10k - $50k,silver,288,4,1
1022691,36,30s,administration,divorced,high school,no,no,no,female,$50k - $100k,gold,145,6,0
1022692,46,40s,manufacturing,divorced,unknown,no,yes,no,male,$50k - $100k,gold,141,1,0
1022693,37,30s,manufacturing,married,graduate,yes,no,no,female,Over $250k,platinum,100,0,0
1022694,32,30s,manufacturing,single,graduate,no,no,no,female,$10k - $50k,silver,134,2,0
1022695,25,20s,manufacturing,single,graduate,no,no,yes,male,$10k - $50k,silver,81,0,0
1022696,37,30s,self_employed,single,graduate,no,no,no,male,Over $250k,platinum,91,0,1
1022697,43,40s,self_employed,married,graduate,no,yes,yes,male,Over $250k,platinum,65,1,0
1022698,25,20s,management,married,high school,no,yes,no,female,$100k - $250k,platinum,76,0,0
1022699,38,30s,management,married,high school,no,yes,no,female,$100k - $250k,platinum,152,2,0
1022700,45,40s,entrepreneur,married,graduate,no,no,no,female,Over $250k,platinum,106,1,0
1022701,55,50s,management,married,unknown,no,no,no,female,$10k - $50k,silver,130,0,0
1022702,37,30s,technician,single,high school,no,yes,no,male,$50k - $100k,gold,19,2,0
1022703,31,30s,student,single,high school,no,yes,no,male,$50k - $100k,gold,99,0,0
1022704,55,50s,consulting,married,college,no,no,no,male,$50k - $100k,gold,149,1,0
1022705,46,40s,administration,divorced,graduate,no,yes,no,female,$100k - $250k,platinum,73,2,0
1022706,27,20s,consulting,married,graduate,no,no,yes,female,$10k - $50k,silver,37,0,0
1022707,20,20s,unemployed,divorced,unknown,no,yes,no,female,$10k - $50k,silver,202,3,1
1022708,44,40s,management,married,graduate,no,no,no,male,Over $250k,platinum,30,0,0
1022709,30,30s,technician,single,high school,no,no,no,female,$10k - $50k,silver,62,1,0
1022710,46,40s,technician,married,graduate,no,no,no,female,$100k - $250k,platinum,138,1,0
1022711,36,30s,administration,single,high school,no,yes,no,female,Over $250k,platinum,20,0,0
1022712,25,20s,manufacturing,single,college,no,no,no,male,$10k - $50k,silver,148,7,0
1022713,27,20s,unemployed,divorced,graduate,no,no,no,female,$10k - $50k,silver,353,3,1
1022714,80,80s,retired,married,graduate,no,no,no,male,Over $250k,platinum,103,5,0
1022715,43,40s,consulting,married,college,no,yes,yes,male,$10k - $50k,silver,25,2,0
1022716,22,20s,unemployed,divorced,high school,no,yes,no,female,Under $10k,silver,308,3,1
1022717,54,50s,manufacturing,married,graduate,no,no,yes,female,Over $250k,platinum,73,0,0
1022718,20,20s,administration,divorced,graduate,no,no,no,female,$10k - $50k,silver,325,3,1
1022719,47,40s,consulting,married,graduate,no,no,yes,male,Over $250k,platinum,176,1,0
1022720,39,30s,manufacturing,married,graduate,no,yes,no,male,$50k - $100k,gold,13,0,0
1022721,26,20s,consulting,single,graduate,no,no,no,male,$50k - $100k,gold,163,2,0
1022722,48,40s,technician,single,graduate,no,no,no,male,$100k - $250k,platinum,130,5,1
1022723,57,50s,entrepreneur,married,college,no,yes,no,male,$50k - $100k,gold,122,1,0
1022724,42,40s,management,married,high school,no,no,yes,male,$50k - $100k,gold,102,1,0
1022725,50,50s,executive,divorced,college,no,yes,no,male,$50k - $100k,gold,231,4,1
1022726,33,30s,manufacturing,single,college,no,yes,no,male,$50k - $100k,gold,141,0,0
1022727,52,50s,entrepreneur,divorced,graduate,no,no,no,male,Over $250k,platinum,177,1,0
1022728,39,30s,technician,married,graduate,no,yes,no,male,$10k - $50k,silver,112,0,0
1022729,37,30s,entrepreneur,single,high school,no,no,no,male,$50k - $100k,gold,37,1,0
1022730,30,30s,management,single,graduate,no,yes,no,female,$100k - $250k,platinum,53,2,0
1022731,48,40s,self_employed,single,graduate,no,yes,no,male,$50k - $100k,gold,105,0,0
1022732,36,30s,manufacturing,married,graduate,yes,yes,yes,female,Over $250k,platinum,7,0,0
1022733,20,20s,unemployed,divorced,graduate,no,yes,no,female,$10k - $50k,silver,250,3,1
1022734,56,50s,retired,married,graduate,no,no,no,male,$50k - $100k,gold,32,2,0
1022735,52,50s,administration,divorced,graduate,no,yes,no,female,$50k - $100k,gold,263,4,1
1022736,20,20s,unemployed,divorced,college,no,yes,no,female,Under $10k,silver,336,3,1
1022737,39,30s,self_employed,married,graduate,no,no,yes,female,$50k - $100k,gold,49,1,0
1022738,22,20s,unemployed,divorced,graduate,no,yes,no,female,Under $10k,silver,362,3,1
1022739,51,50s,administration,single,graduate,no,no,no,female,$100k - $250k,platinum,77,2,1
1022740,59,50s,administration,divorced,college,no,yes,yes,female,$10k - $50k,silver,294,4,1
1022741,59,50s,retired,married,graduate,no,no,yes,female,Over $250k,platinum,127,1,0
1022742,31,30s,management,single,high school,no,yes,no,male,$100k - $250k,platinum,66,2,0
1022743,59,50s,retired,single,high school,no,yes,no,female,Over $250k,platinum,57,0,0
1022744,31,30s,management,single,high school,no,yes,no,male,$100k - $250k,platinum,72,1,0
1022745,32,30s,entrepreneur,married,high school,no,yes,yes,female,$100k - $250k,platinum,138,2,0
1022746,35,30s,administration,single,graduate,no,no,yes,male,$10k - $50k,silver,164,8,0
1022747,52,50s,manufacturing,single,graduate,no,yes,no,female,$100k - $250k,platinum,120,0,0
1022748,24,20s,unemployed,divorced,graduate,no,yes,no,female,Under $10k,silver,237,3,1
1022749,55,50s,consulting,single,high school,no,yes,no,female,Over $250k,platinum,178,0,0
1022750,28,20s,technician,married,graduate,no,yes,no,female,Over $250k,platinum,62,0,0
1022751,40,40s,technician,married,graduate,no,yes,no,female,Over $250k,platinum,76,1,0
1022752,40,40s,manufacturing,single,high school,no,yes,yes,female,Over $250k,platinum,101,0,0
1022753,29,20s,administration,single,high school,no,yes,no,female,$100k - $250k,platinum,49,0,0
1022754,56,50s,executive,married,college,no,no,no,male,$100k - $250k,platinum,173,1,0
1022755,37,30s,consulting,single,high school,no,no,no,female,$50k - $100k,gold,88,0,0
1022756,46,40s,unemployed,single,high school,no,no,no,female,$100k - $250k,platinum,109,5,0
1022757,27,20s,manufacturing,married,graduate,no,yes,yes,female,$10k - $50k,silver,36,0,0
1022758,27,20s,management,single,unknown,no,no,no,male,$100k - $250k,platinum,176,2,0
1022759,58,50s,administration,divorced,college,no,yes,no,female,$10k - $50k,silver,283,3,1
1022760,57,50s,administration,divorced,graduate,no,yes,no,female,$10k - $50k,silver,322,3,1
1022761,36,30s,management,married,high school,no,yes,yes,female,$100k - $250k,platinum,92,2,0
1022762,25,20s,unemployed,divorced,graduate,no,yes,no,female,$10k - $50k,silver,342,3,1
1022763,28,20s,technician,married,graduate,no,yes,no,male,Over $250k,platinum,150,1,0
1022764,50,50s,entrepreneur,married,graduate,no,no,no,male,Over $250k,platinum,102,0,0
1022765,36,30s,administration,single,graduate,no,yes,yes,female,$10k - $50k,silver,112,0,0
1022766,52,50s,executive,married,college,no,no,no,male,$100k - $250k,platinum,24,1,0
1022767,57,50s,unknown,divorced,unknown,no,no,no,female,$100k - $250k,platinum,141,0,0
1022768,60,60s,retired,single,high school,no,yes,no,female,Over $250k,platinum,75,0,0
1022769,30,30s,management,single,graduate,no,yes,no,male,Over $250k,platinum,111,2,0
1022770,29,20s,manufacturing,married,graduate,no,yes,no,male,$50k - $100k,gold,103,0,0
1022771,25,20s,consulting,married,graduate,no,no,no,female,$100k - $250k,platinum,62,1,0
1022772,48,40s,manufacturing,married,college,no,no,no,male,$10k - $50k,silver,7,0,0
1022773,37,30s,administration,single,graduate,no,yes,no,male,$50k - $100k,gold,128,0,0
1022774,33,30s,unemployed,single,high school,no,yes,yes,female,Over $250k,platinum,123,0,0
1022775,52,50s,manufacturing,divorced,college,no,no,no,female,$50k - $100k,gold,304,4,1
1022776,57,50s,retired,married,high school,no,no,yes,male,$10k - $50k,silver,29,2,0
1022777,41,40s,management,single,high school,no,no,no,female,$100k - $250k,platinum,130,2,0
1022778,28,20s,consulting,married,high school,no,yes,no,male,$100k - $250k,platinum,123,1,0
1022779,30,30s,management,married,high school,no,yes,yes,male,$100k - $250k,platinum,137,1,0
1022780,39,30s,manufacturing,single,high school,no,yes,no,female,Over $250k,platinum,56,0,0
1022781,33,30s,consulting,married,graduate,no,no,no,female,$10k - $50k,silver,132,1,0
1022782,32,30s,technician,married,high school,no,yes,no,female,$50k - $100k,gold,12,0,0
1022783,56,50s,administration,divorced,graduate,no,yes,no,female,$50k - $100k,gold,222,4,1
1022784,26,20s,technician,married,graduate,no,no,no,male,$50k - $100k,gold,148,5,0
1022785,38,30s,technician,married,high school,no,no,no,male,$100k - $250k,platinum,162,2,0
1022786,52,50s,technician,married,graduate,no,no,no,male,Over $250k,platinum,24,5,0
1022787,42,40s,technician,single,high school,no,yes,no,male,$50k - $100k,gold,144,1,0
1022788,53,50s,entrepreneur,married,graduate,no,no,no,female,Over $250k,platinum,164,5,0
1022789,28,20s,student,single,graduate,no,no,no,male,$100k - $250k,platinum,105,2,0
1022790,31,30s,management,single,high school,no,no,no,male,$100k - $250k,platinum,165,2,0
1022791,55,50s,manufacturing,divorced,graduate,no,yes,no,male,$50k - $100k,gold,229,4,1
1022792,44,40s,management,divorced,graduate,no,yes,no,male,Over $250k,platinum,18,2,0
1022793,36,30s,management,married,high school,no,yes,no,female,$10k - $50k,silver,51,0,0
1022794,55,50s,management,divorced,high school,no,yes,no,male,$50k - $100k,gold,203,4,1
1022795,51,50s,administration,divorced,graduate,no,yes,yes,female,$10k - $50k,silver,322,4,1
1022796,53,50s,management,divorced,graduate,no,yes,yes,female,Over $250k,platinum,70,1,0
1022797,50,50s,management,married,high school,no,yes,no,female,$50k - $100k,gold,146,7,0
1022798,62,60s,retired,married,graduate,no,no,no,female,$100k - $250k,platinum,166,6,0
1022799,35,30s,technician,single,high school,no,yes,yes,male,$100k - $250k,platinum,145,0,0
1022800,44,40s,manufacturing,married,college,no,no,no,male,$50k - $100k,gold,7,1,0
1022801,38,30s,entrepreneur,divorced,graduate,no,yes,no,female,$50k - $100k,gold,180,6,0
1022802,35,30s,consulting,married,graduate,no,no,yes,female,$100k - $250k,platinum,12,0,0
1022803,24,20s,unemployed,divorced,college,no,yes,no,female,Under $10k,silver,229,3,1
1022804,55,50s,manufacturing,single,high school,no,yes,no,female,Over $250k,platinum,96,0,0
1022805,45,40s,management,married,graduate,no,no,yes,male,$100k - $250k,platinum,37,2,0
1022806,71,70s,retired,married,college,no,no,no,female,$100k - $250k,platinum,114,5,0
1022807,29,20s,unemployed,divorced,graduate,no,yes,yes,female,Under $10k,silver,255,3,1
1022808,28,20s,unemployed,divorced,unknown,no,yes,no,female,Under $10k,silver,329,3,1
1022809,25,20s,administration,single,graduate,no,yes,no,female,$10k - $50k,silver,122,0,0
1022810,25,20s,unemployed,divorced,high school,no,no,no,female,$10k - $50k,silver,258,3,1
1022811,33,30s,technician,divorced,graduate,no,yes,no,female,Over $250k,platinum,6,1,0
1022812,34,30s,management,married,graduate,no,yes,no,female,Over $250k,platinum,22,2,0
1022813,46,40s,self_employed,divorced,high school,no,no,no,female,$100k - $250k,platinum,131,1,0
1022814,36,30s,management,married,high school,no,no,no,male,$100k - $250k,platinum,158,5,0
1022815,56,50s,entrepreneur,married,graduate,no,no,yes,female,Over $250k,platinum,90,0,0
1022816,53,50s,retired,divorced,graduate,no,no,no,male,Over $250k,platinum,134,1,0
1022817,60,60s,executive,married,graduate,no,no,no,female,Over $250k,platinum,137,0,0
1022818,32,30s,manufacturing,single,graduate,no,yes,no,female,$10k - $50k,silver,130,0,0
1022819,29,20s,manufacturing,married,college,no,yes,no,male,$50k - $100k,gold,43,0,0
1022820,30,30s,self_employed,single,graduate,no,yes,no,male,Over $250k,platinum,47,1,0
1022821,50,50s,manufacturing,married,college,no,yes,yes,female,$50k - $100k,gold,73,1,0
1022822,38,30s,manufacturing,married,graduate,no,yes,no,female,$10k - $50k,silver,64,5,0
1022823,52,50s,technician,married,graduate,no,yes,no,male,Over $250k,platinum,92,0,0
1022824,23,20s,unemployed,divorced,graduate,no,yes,no,female,Under $10k,silver,347,3,1
1022825,22,20s,unemployed,divorced,graduate,no,no,no,female,$10k - $50k,silver,279,3,1
1022826,35,30s,administration,single,graduate,no,yes,yes,male,$50k - $100k,gold,164,0,0
1022827,42,40s,technician,married,graduate,no,no,no,female,Over $250k,platinum,109,1,1
1022828,31,30s,student,single,unknown,no,no,no,female,$100k - $250k,platinum,174,7,1
1022829,43,40s,administration,married,graduate,no,yes,no,male,$50k - $100k,gold,24,0,0
1022830,37,30s,technician,single,graduate,yes,yes,no,male,$50k - $100k,gold,37,0,0
1022831,35,30s,administration,married,graduate,no,yes,no,male,$100k - $250k,platinum,151,5,0
1022832,43,40s,consulting,married,graduate,no,no,no,male,$50k - $100k,gold,79,0,0
1022833,61,60s,retired,married,graduate,no,no,no,male,Over $250k,platinum,161,8,0
1022834,32,30s,manufacturing,single,college,no,yes,yes,male,$100k - $250k,platinum,110,0,0
1022835,28,20s,unemployed,divorced,unknown,no,yes,no,female,Under $10k,silver,216,3,1
1022836,25,20s,unemployed,divorced,college,no,yes,no,female,Under $10k,silver,342,3,1
1022837,30,30s,management,single,high school,no,no,no,female,$100k - $250k,platinum,64,2,0
1022838,55,50s,unemployed,married,graduate,yes,yes,yes,female,Over $250k,platinum,148,0,0
1022839,58,50s,administration,divorced,graduate,no,yes,no,female,$10k - $50k,silver,272,4,1
1022840,37,30s,unemployed,married,graduate,no,no,no,female,$10k - $50k,silver,26,2,0
1022841,31,30s,management,married,graduate,no,no,no,female,Over $250k,platinum,0,7,0
1022842,52,50s,administration,divorced,graduate,no,yes,no,female,$10k - $50k,silver,299,3,1
1022843,44,40s,management,single,graduate,yes,yes,no,male,Over $250k,platinum,176,2,0
1022844,43,40s,executive,single,college,no,no,no,male,$10k - $50k,silver,38,0,0
1022845,32,30s,management,single,high school,no,yes,no,female,$50k - $100k,gold,38,2,0
1022846,56,50s,consulting,divorced,graduate,no,yes,yes,female,$50k - $100k,gold,231,4,1
1022847,57,50s,executive,married,college,no,no,no,female,$10k - $50k,silver,13,1,0
1022848,50,50s,manufacturing,married,college,no,yes,no,male,$50k - $100k,gold,27,0,0
1022849,31,30s,technician,single,high school,no,no,no,female,$50k - $100k,gold,62,1,0
1022850,60,60s,unemployed,single,graduate,no,no,no,female,Over $250k,platinum,103,2,0
1022851,31,30s,management,married,graduate,no,yes,no,male,Over $250k,platinum,147,1,0
1022852,60,60s,retired,married,graduate,no,no,no,male,$100k - $250k,platinum,143,2,0
1022853,37,30s,technician,divorced,graduate,no,yes,no,female,Over $250k,platinum,178,1,0
1022854,55,50s,technician,single,graduate,no,no,yes,female,Over $250k,platinum,107,5,0
1022855,51,50s,manufacturing,married,college,no,no,no,female,$100k - $250k,platinum,27,7,1
